Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Ventricular Cardiac Muscle Tissue Morphogenesis (GO:0055010)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	ENG
Positive Regulation Of Phagocytosis (GO:0050766)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	AHSG
Import Into Cell (GO:0098657)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	SLC47A1
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAPT
Lipid Catabolic Process (GO:0016042)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	APOA4
Mesenchyme Morphogenesis (GO:0072132)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	ENG
Microtubule Polymerization Or Depolymerization (GO:0031109)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAPT
Microvillus Assembly (GO:0030033)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAP4K4
Microvillus Organization (GO:0032528)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAP4K4
Pyrimidine Nucleobase Metabolic Process (GO:0006206)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	DPYSL3
Modulation Of Excitatory Postsynaptic Potential (GO:0098815)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	SHANK3
Regulation Of BMP Signaling Pathway (GO:0030510)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	ENG
ncRNA Metabolic Process (GO:0034660)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAPT
Negative Regulation Of ERBB Signaling Pathway (GO:1901185)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	PTPN12
Regulation Of Bone Resorption (GO:0045124)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	SPP1
Regulation Of Calcium-Mediated Signaling (GO:0050848)	1/4	0.1989009434024607	0.45506899647349625	0	0	5.902777777777778	9.532681232840227	MAPT
Axon Development (GO:0061564)	2/16	0.2118874289771976	0.4747333926208761	0	0	2.5398496240601505	3.941085019083821	MAPT;RTN4
Response To Lipid (GO:0033993)	2/16	0.2118874289771976	0.4747333926208761	0	0	2.5398496240601505	3.941085019083821	SPP1;APOA4
Epithelium Development (GO:0060429)	2/16	0.2118874289771976	0.4747333926208761	0	0	2.5398496240601505	3.941085019083821	VIL1;TAGLN2
Negative Regulation Of Cell Growth (GO:0030308)	2/16	0.2118874289771976	0.4747333926208761	0	0	2.5398496240601505	3.941085019083821	RTN4;CDKN2AIP
Negative Regulation Of Cellular Component Organization (GO:0051129)	2/16	0.2118874289771976	0.4747333926208761	0	0	2.5398496240601505	3.941085019083821	CARMIL1;APOA4
Protein-Containing Complex Assembly (GO:0065003)	5/60	0.218856436143251	0.4747333926208761	0	0	1.6284584980237153	2.4741810056255766	VIL1;SLC7A9;PXN;APOA4;MAPT
Regulation Of Cellular Response To Stress (GO:0080135)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	MAPT;AJUBA
Cytoskeleton-Dependent Cytokinesis (GO:0061640)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	SEPTIN9;SPTBN1
Positive Regulation Of Cell Projection Organization (GO:0031346)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	CARMIL1;DPYSL3
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	DAP;MAPT
Epithelial Cell Differentiation (GO:0030855)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	VIL1;TAGLN2
Positive Regulation Of Protein Localization To Membrane (GO:1905477)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	SQSTM1;SPTBN1
Negative Regulation Of Amide Metabolic Process (GO:0034249)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	LSM14A;RTN4
Negative Regulation Of Cell Motility (GO:2000146)	2/17	0.23220213121641245	0.4747333926208761	0	0	2.369122807017544	3.4592676336773556	DPYSL3;ENG
Negative Regulation Of Developmental Growth (GO:0048640)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RTN4
Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus (GO:1903844)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
BMP Signaling Pathway (GO:0030509)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902042)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	PEA15
Regulation Of Cytosolic Calcium Ion Concentration (GO:0051480)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	CAV2
L-alpha-amino Acid Transmembrane Transport (GO:1902475)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SLC47A1
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	APOA4
Negative Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903051)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SGTA
Neurogenesis (GO:0022008)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Neutral Amino Acid Transport (GO:0015804)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SLC7A9
Nuclear Pore Complex Assembly (GO:0051292)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RTN4
Nuclear Pore Organization (GO:0006999)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RTN4
Blood Circulation (GO:0008015)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	GCLM
cAMP-mediated Signaling (GO:0019933)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	KSR1
Nucleotide-Excision Repair (GO:0006289)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RAD23A
Regulation Of Protein Autophosphorylation (GO:0031952)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
Organelle Membrane Fusion (GO:0090174)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	CAV2
Organelle Transport Along Microtubule (GO:0072384)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Regulation Of Protein Localization To Cell Periphery (GO:1904375)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SPTBN1
Regulation Of Receptor Internalization (GO:0002090)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	LRPAP1
Cellular Response To BMP Stimulus (GO:0071773)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Positive Regulation By Host Of Viral Process (GO:0044794)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	CAV2
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
Regulation Of Tubulin Deacetylation (GO:0090043)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Central Nervous System Neuron Differentiation (GO:0021953)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAP4K4
Cognition (GO:0050890)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	C5AR1
Positive Regulation Of Axonogenesis (GO:0050772)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Response To Nerve Growth Factor (GO:1990089)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Positive Regulation Of Cilium Assembly (GO:0045724)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SEPTIN9
Positive Regulation Of Filopodium Assembly (GO:0051491)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	DPYSL3
Epithelial Cell Migration (GO:0010631)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	PXN
Positive Regulation Of Heterochromatin Formation (GO:0031453)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	TRIM28
Establishment Of Mitotic Spindle Localization (GO:0040001)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	NSFL1C
Substrate Adhesion-Dependent Cell Spreading (GO:0034446)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	PXN
Positive Regulation Of Interleukin-2 Production (GO:0032743)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SPTBN1
Synapse Assembly (GO:0007416)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SHANK3
Glutamate Metabolic Process (GO:0006536)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	GCLM
miRNA-mediated Gene Silencing (GO:0035195)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	AJUBA
Mitochondrion Distribution (GO:0048311)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAPT
Mitophagy (GO:0000423)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	SQSTM1
Mitotic Spindle Assembly (GO:0090307)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	LSM14A
Modulation By Host Of Viral Process (GO:0044788)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	CAV2
Muscle Tissue Development (GO:0060537)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	ENG
Regulation Of Amyloid-Beta Formation (GO:1902003)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RTN4
Negative Regulation Of Axonogenesis (GO:0050771)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	RTN4
Regulation Of Blood Circulation (GO:1903522)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	HSPB7
Regulation Of Bone Mineralization (GO:0030500)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	AHSG
Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	AHNAK
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953)	1/5	0.24216737106727837	0.4747333926208761	0	0	4.424479166666667	6.274469720978984	MAP4K4
Positive Regulation Of MAPK Cascade (GO:0043410)	3/32	0.24630057557572	0.4796663288017304	0	0	1.8422597212032281	2.581379179332734	KSR1;CAV2;C5AR1
Positive Regulation Of Signal Transduction (GO:0009967)	3/32	0.24630057557572	0.4796663288017304	0	0	1.8422597212032281	2.581379179332734	CAV2;SHANK3;CDKN2AIP
Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043122)	3/32	0.24630057557572	0.4796663288017304	0	0	1.8422597212032281	2.581379179332734	TRIM25;HSPB1;SQSTM1
Organic Substance Transport (GO:0071702)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	SLC47A1;APOA4
Response To Cytokine (GO:0034097)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	MME;DPYSL3
Response To Endoplasmic Reticulum Stress (GO:0034976)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	ATF3;UBXN6
Positive Regulation Of Cell Growth (GO:0030307)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	MAPT;CDKN2AIP
Positive Regulation Of Cellular Component Biogenesis (GO:0044089)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	VIL1;SYNPO
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436)	2/18	0.25263646662111866	0.4856294930729927	0	0	2.219736842105263	3.0539221923541056	SGTA;RAD23A
Negative Regulation Of Gene Expression (GO:0010629)	4/48	0.257092002364627	0.4883268377878412	0	0	1.6217008797653958	2.2027908022832077	MAPT;LSM14A;DIS3L2;ENG
Cellular Response To Oxygen-Containing Compound (GO:1901701)	4/48	0.257092002364627	0.4883268377878412	0	0	1.6217008797653958	2.2027908022832077	PXN;MAPT;SQSTM1;CDKN2AIP
Regulation Of Autophagy (GO:0010506)	4/48	0.257092002364627	0.4883268377878412	0	0	1.6217008797653958	2.2027908022832077	DAP;HSPB1;MAPT;SQSTM1
Regulation Of Cell Growth (GO:0001558)	3/33	0.26113540114470696	0.4883268377878412	0	0	1.7797872340425531	2.3897492012624215	RTN4;CDKN2AIP;BCAR1
Regulation Of mRNA Stability (GO:0043488)	2/19	0.27311936918753105	0.4883268377878412	0	0	2.0879256965944273	2.709806701785534	CARHSP1;THRAP3
Regulation Of Organelle Organization (GO:0033043)	2/19	0.27311936918753105	0.4883268377878412	0	0	2.0879256965944273	2.709806701785534	MAPT;SQSTM1
Cellular Response To Starvation (GO:0009267)	2/19	0.27311936918753105	0.4883268377878412	0	0	2.0879256965944273	2.709806701785534	DAP;JMY
Positive Regulation Of Protein Localization (GO:1903829)	2/19	0.27311936918753105	0.4883268377878412	0	0	2.0879256965944273	2.709806701785534	MAPT;RTN4
Macroautophagy (GO:0016236)	2/19	0.27311936918753105	0.4883268377878412	0	0	2.0879256965944273	2.709806701785534	SQSTM1;UBXN6
Neuron Projection Development (GO:0031175)	3/34	0.2760872223698285	0.4883268377878412	0	0	1.7213452299245025	2.21543747961398	MAPT;SHANK3;MAP4K4
Negative Regulation Of Epithelial Cell Proliferation (GO:0050680)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	CAV2
DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0030330)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	NDRG1
Regulation Of Endopeptidase Activity (GO:0052548)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	AHSG
Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042058)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	PTPN12
Golgi To Plasma Membrane Protein Transport (GO:0043001)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	SPTBN1
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	PEA15
Negative Regulation Of Mitochondrion Organization (GO:0010823)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
RNA Stabilization (GO:0043489)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	THRAP3
Regulation Of Interleukin-2 Production (GO:0032663)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	SPTBN1
Negative Regulation Of Protein Secretion (GO:0050709)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	RAB11FIP5
Negative Regulation Of Transferase Activity (GO:0051348)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Amyloid Fibril Formation (GO:1990000)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Regulation Of Mitochondrial Fission (GO:0090140)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Regulation Of Mitochondrial Membrane Potential (GO:0051881)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Artery Morphogenesis (GO:0048844)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	ENG
Nuclear Envelope Organization (GO:0006998)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	LMNA
Nuclear Membrane Organization (GO:0071763)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	NSFL1C
Nuclear Migration (GO:0007097)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	LMNA
Branching Morphogenesis Of An Epithelial Tube (GO:0048754)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	ENG
Cell Chemotaxis (GO:0060326)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	BCAR1
Regulation Of Transport (GO:0051049)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	GAPVD1
Cyclic-Nucleotide-Mediated Signaling (GO:0019935)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	KSR1
Dendrite Morphogenesis (GO:0048813)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	SHANK3
Response To Organonitrogen Compound (GO:0010243)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	UBXN6
Positive Regulation Of Cell-Matrix Adhesion (GO:0001954)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAP4K4
Positive Regulation Of Developmental Growth (GO:0048639)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway (GO:0032510)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	UBXN6
Endosome Transport Via Multivesicular Body Sorting Pathway (GO:0032509)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	UBXN6
Sprouting Angiogenesis (GO:0002040)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	ENG
Establishment Of Spindle Orientation (GO:0051294)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	NSFL1C
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	SHANK3
Formation Of Cytoplasmic Translation Initiation Complex (GO:0001732)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	EIF3B
Positive Regulation Of Nervous System Development (GO:0051962)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MME
Positive Regulation Of Neuron Death (GO:1901216)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAPT
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	RTN4
Positive Regulation Of Protein Import Into Nucleus (GO:0042307)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	TRIM28
mRNA Transcription By RNA Polymerase II (GO:0042789)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	C5AR1
Protein Depolymerization (GO:0051261)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	VIL1
Protein Destabilization (GO:0031648)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	RAD23A
Membrane Fusion (GO:0061025)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	NSFL1C
Regulated Exocytosis (GO:0045055)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	RAB11FIP5
Regulation Of DNA Methylation-Dependent Heterochromatin Formation (GO:0090308)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	TRIM28
Negative Regulation Of Cell-Substrate Adhesion (GO:0010812)	1/6	0.2831198295489057	0.4883268377878412	0	0	3.5375	4.463918346653939	MAP4K4
Protein Localization To Membrane (GO:0072657)	3/35	0.29112794210898346	0.5011680241334532	0	0	1.6665558510638299	2.0565173290993517	LRPAP1;SHANK3;SPTBN1
Vesicle Organization (GO:0016050)	2/20	0.293586937923886	0.5040636989472058	0	0	1.9707602339181287	2.415327229610186	CAV2;SQSTM1
RNA Splicing, Via Transesterification Reactions With Bulged Adenosine As Nucleophile (GO:0000377)	4/51	0.29394276376808964	0.5040636989472058	0	0	1.515442690459849	1.8554628876726709	SRRM2;DBR1;RBM14;BUD13
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161)	4/52	0.3063955204565753	0.5043555611001962	0	0	1.4829749103942653	1.7541790799199068	NSFL1C;SGTA;TRIM25;RAD23A
Regulation Of Intracellular Signal Transduction (GO:1902531)	5/69	0.3134024008777424	0.5043555611001962	0	0	1.391813858695652	1.6148760917080307	AKAP12;HSPB1;MAPT;SQSTM1;MAP4K4
Negative Regulation Of Supramolecular Fiber Organization (GO:1902904)	2/21	0.3139818841015611	0.5043555611001962	0	0	1.8659279778393352	2.16152826697066	SHANK3;KANK3
Plasma Membrane Bounded Cell Projection Organization (GO:0120036)	2/21	0.3139818841015611	0.5043555611001962	0	0	1.8659279778393352	2.16152826697066	CARMIL1;MAPT
Cellular Response To Insulin Stimulus (GO:0032869)	2/21	0.3139818841015611	0.5043555611001962	0	0	1.8659279778393352	2.16152826697066	CAV2;BCAR1
Defense Response To Virus (GO:0051607)	2/21	0.3139818841015611	0.5043555611001962	0	0	1.8659279778393352	2.16152826697066	TRIM28;TRIM25
Proteasomal Protein Catabolic Process (GO:0010498)	3/37	0.32136959481929345	0.5043555611001962	0	0	1.5666458072590739	1.7783990320148189	NSFL1C;RAD23A;UBXN6
Membrane Organization (GO:0061024)	3/37	0.32136959481929345	0.5043555611001962	0	0	1.5666458072590739	1.7783990320148189	NSFL1C;LMNA;SPTBN1
Regulation Of Defense Response (GO:0031347)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	AHSG
Negative Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001243)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Negative Regulation Of mRNA Catabolic Process (GO:1902373)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	THRAP3
Regulation Of Glucose Import (GO:0046324)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	PEA15
RNA Catabolic Process (GO:0006401)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	DIS3L2
Negative Regulation Of Organelle Assembly (GO:1902116)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	RBM14
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	LRPAP1
Negative Regulation Of Protein Localization To Plasma Membrane (GO:1903077)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	LRPAP1
Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	BCLAF1
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	AKAP12
Antiviral Innate Immune Response (GO:0140374)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	TRIM25
Nuclear Membrane Reassembly (GO:0031468)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	NSFL1C
Regulation Of Phosphorylation (GO:0042325)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Regulation Of Protein Localization To Cell Surface (GO:2000008)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	RAB11FIP5
Regulation Of Protein Localization To Membrane (GO:1905475)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	SPTBN1
Regulation Of Protein Modification Process (GO:0031399)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Pattern Recognition Receptor Signaling Pathway (GO:0002221)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	TRIM25
Platelet Aggregation (GO:0070527)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Pore Complex Assembly (GO:0046931)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	RTN4
Central Nervous System Neuron Development (GO:0021954)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	MAPT
Cholesterol Metabolic Process (GO:0008203)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	APOA4
Cholesterol Transport (GO:0030301)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	APOA4
Renal System Development (GO:0072001)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	MME
Positive Regulation Of Blood Vessel Endothelial Cell Migration (GO:0043536)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Positive Regulation Of Cell Development (GO:0010720)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	MME
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	HSPB1
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	APOA4
Glutamine Family Amino Acid Metabolic Process (GO:0009064)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	GCLM
Glycerophospholipid Metabolic Process (GO:0006650)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	APOA4
Heterochromatin Formation (GO:0031507)	1/7	0.3218808524774286	0.5043555611001962	0	0	2.9461805555555554	3.3397131623127847	LMNA
